,gene_name,start,end_coord,strand,gene_product,COG_id,cog,uniprot,operon,tu_name,ncbi_protein,gene_name_extra,specific_gos_n,specific_gos
EQU24_RS13195,folC,2945842,2947111,-1,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,H,Coenzyme transport and metabolism,A0A4P9URB0,1174,folC // EQU24_RS13190 // EQU24_RS13185 // purF,WP_017839056.1,folC||folC,"dicarboxylic acid biosynthetic process
dihydrofolate biosynthetic process
tetrahydrofolylpolyglutamate biosynthetic process
dicarboxylic acid metabolic process
folic acid-containing compound biosynthetic process","['dicarboxylic acid biosynthetic process'
 'dihydrofolate biosynthetic process'
 'tetrahydrofolylpolyglutamate biosynthetic process'
 'dicarboxylic acid metabolic process'
 'folic acid-containing compound biosynthetic process']"
EQU24_RS13200,,2947317,2948256,-1,acetyl-CoA carboxylase carboxyltransferase subunit beta,I,Lipid transport and metabolism,,1173,EQU24_RS13215 // trpB // EQU24_RS13205 // EQU24_RS13200,,||accD,"negative regulation of translation
negative regulation of cellular macromolecule biosynthetic process
regulation of cellular macromolecule biosynthetic process
post-transcriptional regulation of gene expression
negative regulation of cellular biosynthetic process","['negative regulation of translation'
 'negative regulation of cellular macromolecule biosynthetic process'
 'regulation of cellular macromolecule biosynthetic process'
 'post-transcriptional regulation of gene expression'
 'negative regulation of cellular biosynthetic process']"
EQU24_RS13205,,2948292,2949096,-1,tryptophan synthase subunit alpha,E,Amino acid transport and metabolism,A0A4V1IJZ1,1173,EQU24_RS13215 // trpB // EQU24_RS13205 // EQU24_RS13200,WP_017839054.1,||trpA,"tryptophan biosynthetic process
tryptophan synthase activity",['tryptophan biosynthetic process' 'tryptophan synthase activity']
EQU24_RS13210,trpB,2949092,2950295,-1,tryptophan synthase subunit beta,E,Amino acid transport and metabolism,A0A4P9UTP3,1173,EQU24_RS13215 // trpB // EQU24_RS13205 // EQU24_RS13200,WP_017839053.1,trpB||trpB,"cellular biogenic amine biosynthetic process
tryptophan biosynthetic process
indolalkylamine biosynthetic process
alpha-amino acid biosynthetic process
carboxylic acid biosynthetic process","['cellular biogenic amine biosynthetic process'
 'tryptophan biosynthetic process' 'indolalkylamine biosynthetic process'
 'alpha-amino acid biosynthetic process'
 'carboxylic acid biosynthetic process']"
EQU24_RS13215,,2950299,2950926,-1,phosphoribosylanthranilate isomerase,E,Amino acid transport and metabolism,A0A4P9UP97,1173,EQU24_RS13215 // trpB // EQU24_RS13205 // EQU24_RS13200,WP_017839052.1,||None,"cellular biogenic amine biosynthetic process
indolalkylamine biosynthetic process
tryptophan biosynthetic process
carboxylic acid biosynthetic process
alpha-amino acid biosynthetic process","['cellular biogenic amine biosynthetic process'
 'indolalkylamine biosynthetic process' 'tryptophan biosynthetic process'
 'carboxylic acid biosynthetic process'
 'alpha-amino acid biosynthetic process']"
EQU24_RS13220,,2951255,2951513,-1,hypothetical protein,X,No COG annotation,,1172,EQU24_RS13220,,||,,[]
EQU24_RS13225,,2951682,2952441,-1,DUF2231 domain-containing protein,S,Function unknown,A0A4P9UP09,1171,EQU24_RS13225,WP_017839051.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS13230,uvrA,2952614,2955431,1,excinuclease ABC subunit UvrA,L,"Replication, recombination and repair",A0A4P9UNW6,1170,uvrA,WP_017839050.1,uvrA||uvrA,"ATP hydrolysis activity
nucleotide-excision repair
nucleoside-triphosphatase activity
excinuclease ABC activity
zinc ion binding","['ATP hydrolysis activity' 'nucleotide-excision repair'
 'nucleoside-triphosphatase activity' 'excinuclease ABC activity'
 'zinc ion binding']"
EQU24_RS13235,,2955859,2956186,-1,hypothetical protein,X,No COG annotation,A0A4P9URH0,1169,EQU24_RS13235,WP_017839049.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS13240,,2956311,2956998,-1,rhomboid family intramembrane serine protease,S,Function unknown,A0A4P9URU6,1168,EQU24_RS13245 // EQU24_RS13240,WP_026129983.1,||None,"serine-type endopeptidase activity
proteolysis
integral component of membrane","['serine-type endopeptidase activity' 'proteolysis'
 'integral component of membrane']"
EQU24_RS13245,,2956984,2957881,-1,hypothetical protein,X,No COG annotation,A0A4P9UNX8,1168,EQU24_RS13245 // EQU24_RS13240,WP_017839047.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS13250,,2958232,2959471,1,DEAD/DEAH box helicase,J,"Translation, ribosomal structure and biogenesis",,1167,EQU24_RS13250,WP_017839046.1,||None,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
ATP binding
P granule","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'nucleoside-triphosphatase activity' 'ATP binding' 'P granule']"
EQU24_RS13260,,2959913,2960222,-1,ferredoxin,C,Energy production and conversion,A0A4P9URB9,1165,EQU24_RS13260,WP_017839044.1,||None,,[]
EQU24_RS13265,rpiA,2960555,2961302,-1,ribose-5-phosphate isomerase RpiA,G,Carbohydrate transport and metabolism,UPI00034BF81E,550,rpiA,WP_017839043.1,rpiA||rpiA,"nicotinamide nucleotide metabolic process
ribose-5-phosphate isomerase activity
D-ribose metabolic process
pyridine nucleotide metabolic process
nucleotide metabolic process","['nicotinamide nucleotide metabolic process'
 'ribose-5-phosphate isomerase activity' 'D-ribose metabolic process'
 'pyridine nucleotide metabolic process' 'nucleotide metabolic process']"
EQU24_RS13270,,2961368,2961959,-1,DedA family protein,S,Function unknown,UPI00034AE673,1164,surE // EQU24_RS13275 // EQU24_RS13270,WP_017839042.1,||None,"plasma membrane
integral component of membrane
cell periphery
membrane
cellular_component","['plasma membrane' 'integral component of membrane' 'cell periphery'
 'membrane' 'cellular_component']"
EQU24_RS13275,,2961955,2962615,-1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UWG9,1164,surE // EQU24_RS13275 // EQU24_RS13270,WP_026129981.1,||None,"protein alkylation
carboxyl-O-methyltransferase activity
O-methyltransferase activity
protein repair
cellular protein modification process","['protein alkylation' 'carboxyl-O-methyltransferase activity'
 'O-methyltransferase activity' 'protein repair'
 'cellular protein modification process']"
EQU24_RS13280,surE,2962631,2963372,-1,5'/3'-nucleotidase SurE,S,Function unknown,A0A4P9UTW9,1164,surE // EQU24_RS13275 // EQU24_RS13270,WP_017839040.1,surE||surE,"pyrimidine ribonucleoside monophosphate catabolic process
ribonucleoside monophosphate catabolic process
5'-nucleotidase activity
pyrimidine ribonucleoside catabolic process
3'-nucleotidase activity","['pyrimidine ribonucleoside monophosphate catabolic process'
 'ribonucleoside monophosphate catabolic process'
 ""5'-nucleotidase activity"" 'pyrimidine ribonucleoside catabolic process'
 ""3'-nucleotidase activity""]"
EQU24_RS13285,,2963446,2964013,1,DNA mismatch repair protein MutS,S,Function unknown,A0A4P9UPA8,1163,EQU24_RS13285,WP_017839039.1,||None,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",['endonuclease activity' 'nucleic acid phosphodiester bond hydrolysis']
EQU24_RS13290,,2963971,2964766,-1,undecaprenyl-diphosphate phosphatase,V,Defense mechanisms,A0A4P9UP21,1162,truD // EQU24_RS13290,WP_017839038.1,||None,"undecaprenyl-diphosphatase activity
peptidoglycan biosynthetic process
dephosphorylation
cell wall organization
plasma membrane","['undecaprenyl-diphosphatase activity'
 'peptidoglycan biosynthetic process' 'dephosphorylation'
 'cell wall organization' 'plasma membrane']"
EQU24_RS13295,truD,2964769,2965792,-1,tRNA pseudouridine(13) synthase TruD,J,"Translation, ribosomal structure and biogenesis",A0A4P9UNX5,1162,truD // EQU24_RS13290,WP_026129980.1,truD||truD,"tRNA pseudouridine synthesis
pseudouridine synthesis
RNA modification
tRNA pseudouridine synthase activity
RNA metabolic process","['tRNA pseudouridine synthesis' 'pseudouridine synthesis'
 'RNA modification' 'tRNA pseudouridine synthase activity'
 'RNA metabolic process']"
EQU24_RS13300,ispF,2966209,2966683,-1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",I,Lipid transport and metabolism,A0A4P9URH9,1161,ispD // ispF,WP_017839036.1,ispF||ispF,"zinc ion binding
ubiquinone biosynthetic process
manganese ion binding
quinone biosynthetic process
terpenoid biosynthetic process","['zinc ion binding' 'ubiquinone biosynthetic process'
 'manganese ion binding' 'quinone biosynthetic process'
 'terpenoid biosynthetic process']"
EQU24_RS13305,ispD,2966679,2967375,-1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,I,Lipid transport and metabolism,A0A4P9URV6,1161,ispD // ispF,WP_026129978.1,ispD||ispD,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
cytidylyltransferase activity
magnesium ion binding
terpenoid biosynthetic process
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity'
 'cytidylyltransferase activity' 'magnesium ion binding'
 'terpenoid biosynthetic process'
 'isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway']"
EQU24_RS13310,ftsB,2967580,2967859,-1,cell division protein FtsB,D,"Cell cycle control, cell division, chromosome partitioning",A0A4P9UNY5,1160,ftsB,WP_014147946.1,ftsB||ftsB,"integral component of plasma membrane
identical protein binding
cytokinesis
plasma membrane
cell cycle","['integral component of plasma membrane' 'identical protein binding'
 'cytokinesis' 'plasma membrane' 'cell cycle']"
EQU24_RS13315,,2967913,2969194,-1,phosphopyruvate hydratase,F,Nucleotide transport and metabolism,A0A4P9URD1,1159,EQU24_RS13325 // EQU24_RS13320 // EQU24_RS13315,WP_017839033.1,||eno,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
pyruvate biosynthetic process
purine nucleoside triphosphate biosynthetic process
nicotinamide nucleotide biosynthetic process","['purine ribonucleoside monophosphate biosynthetic process'
 'purine ribonucleoside triphosphate biosynthetic process'
 'pyruvate biosynthetic process'
 'purine nucleoside triphosphate biosynthetic process'
 'nicotinamide nucleotide biosynthetic process']"
EQU24_RS13320,,2969204,2970038,-1,3-deoxy-8-phosphooctulonate synthase,M,Cell wall/membrane/envelope biogenesis,A0A4P9UP06,1159,EQU24_RS13325 // EQU24_RS13320 // EQU24_RS13315,WP_017839032.1,||kdsA,"keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
3-deoxy-8-phosphooctulonate synthase activity
cytoplasm","['keto-3-deoxy-D-manno-octulosonic acid biosynthetic process'
 '3-deoxy-8-phosphooctulonate synthase activity' 'cytoplasm']"
EQU24_RS13325,,2970034,2971669,-1,CTP synthase,F,Nucleotide transport and metabolism,A0A4V1IJZ3,1159,EQU24_RS13325 // EQU24_RS13320 // EQU24_RS13315,WP_017839031.1,||None,"'de novo' CTP biosynthetic process
CTP biosynthetic process
pyrimidine ribonucleoside triphosphate biosynthetic process
pyrimidine nucleoside triphosphate biosynthetic process
pyrimidine ribonucleoside triphosphate metabolic process","[""'de novo' CTP biosynthetic process"" 'CTP biosynthetic process'
 'pyrimidine ribonucleoside triphosphate biosynthetic process'
 'pyrimidine nucleoside triphosphate biosynthetic process'
 'pyrimidine ribonucleoside triphosphate metabolic process']"
EQU24_RS13330,tilS,2971729,2973091,-1,tRNA lysidine(34) synthetase TilS,J,"Translation, ribosomal structure and biogenesis",A0A4P9UTX8,1158,tilS,WP_017839030.1,tilS||tilS,"tRNA wobble base lysidine biosynthesis
tRNA wobble cytosine modification
tRNA processing
tRNA metabolic process
ncRNA processing","['tRNA wobble base lysidine biosynthesis'
 'tRNA wobble cytosine modification' 'tRNA processing'
 'tRNA metabolic process' 'ncRNA processing']"
EQU24_RS13335,,2973419,2973671,1,hypothetical protein,X,No COG annotation,A0A4P9UPB7,1157,EQU24_RS13335,WP_017839029.1,||None,,[]
EQU24_RS13340,,2973866,2974727,-1,radical SAM protein,C,Energy production and conversion,A0A4P9UP30,1156,EQU24_RS13340,WP_026129977.1,||None,"iron-sulfur cluster binding
catalytic activity",['iron-sulfur cluster binding' 'catalytic activity']
EQU24_RS13345,fae,2974807,2975356,1,formaldehyde-activating enzyme,S,Function unknown,A0A4P9UNY7,1031,fae,WP_017839027.1,fae||fae,"carbohydrate biosynthetic process
carbon-nitrogen lyase activity",['carbohydrate biosynthetic process' 'carbon-nitrogen lyase activity']
EQU24_RS13350,,2975455,2976262,-1,response regulator,T,Signal transduction mechanisms,A0A4P9URJ3,1155,EQU24_RS13350,WP_017839026.1,||None,phosphorelay signal transduction system,['phosphorelay signal transduction system']
EQU24_RS13355,,2976368,2976851,-1,cytochrome c,C,Energy production and conversion,,1154,EQU24_RS13370 // EQU24_RS13365 // soxC // EQU24_RS13355,WP_235726369.1,||None,"metal ion binding
heme binding
electron transport chain
electron transfer activity","['metal ion binding' 'heme binding' 'electron transport chain'
 'electron transfer activity']"
EQU24_RS13360,soxC,2976885,2978175,-1,sulfite dehydrogenase,S,Function unknown,UPI00034B852D,1154,EQU24_RS13370 // EQU24_RS13365 // soxC // EQU24_RS13355,WP_017839024.1,soxC||soxC,"molybdenum ion binding
sulfite dehydrogenase activity
",['molybdenum ion binding' 'sulfite dehydrogenase activity' '']
EQU24_RS13365,,2978167,2978611,-1,YeeE/YedE family protein,S,Function unknown,A0A4P9UNZ3,1154,EQU24_RS13370 // EQU24_RS13365 // soxC // EQU24_RS13355,WP_017839023.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS13370,,2978607,2979054,-1,YeeE/YedE family protein,S,Function unknown,,1154,EQU24_RS13370 // EQU24_RS13365 // soxC // EQU24_RS13355,WP_017839022.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS13375,,2979932,2981414,1,DegQ family serine endoprotease,M,Cell wall/membrane/envelope biogenesis,A0A4P9UP15,1153,EQU24_RS13375,WP_017839021.1,||None,"serine-type endopeptidase activity
serine-type peptidase activity
endopeptidase activity
proteolysis
peptidase activity","['serine-type endopeptidase activity' 'serine-type peptidase activity'
 'endopeptidase activity' 'proteolysis' 'peptidase activity']"
EQU24_RS13380,bioA,2981596,2982874,1,adenosylmethionine--8-amino-7-oxononanoate transaminase,H,Coenzyme transport and metabolism,A0A4V1IJZ4,1152,bioA,WP_026129975.1,bioA||bioA,"monocarboxylic acid metabolic process
monocarboxylic acid biosynthetic process
water-soluble vitamin biosynthetic process
carboxylic acid metabolic process
adenosylmethionine-8-amino-7-oxononanoate transaminase activity","['monocarboxylic acid metabolic process'
 'monocarboxylic acid biosynthetic process'
 'water-soluble vitamin biosynthetic process'
 'carboxylic acid metabolic process'
 'adenosylmethionine-8-amino-7-oxononanoate transaminase activity']"
EQU24_RS13385,,2983404,2985531,-1,EAL domain-containing protein,T,Signal transduction mechanisms,A0A4P9UTY7,1151,EQU24_RS13410 // EQU24_RS13405 // EQU24_RS13400 // EQU24_RS13395 // EQU24_RS13390 // EQU24_RS13385,WP_017839017.1,||None,"diguanylate cyclase activity
phosphorelay signal transduction system",['diguanylate cyclase activity' 'phosphorelay signal transduction system']
EQU24_RS13390,,2985520,2987512,-1,two-component sensor histidine kinase,T,Signal transduction mechanisms,A0A4P9UPC5,1151,EQU24_RS13410 // EQU24_RS13405 // EQU24_RS13400 // EQU24_RS13395 // EQU24_RS13390 // EQU24_RS13385,WP_017839016.1,||None,"phosphorylation
phosphorelay signal transduction system
phosphorelay sensor kinase activity","['phosphorylation' 'phosphorelay signal transduction system'
 'phosphorelay sensor kinase activity']"
EQU24_RS13395,,2987518,2988142,-1,DUF1638 domain-containing protein,T,Signal transduction mechanisms,A0A4P9UP40,1151,EQU24_RS13410 // EQU24_RS13405 // EQU24_RS13400 // EQU24_RS13395 // EQU24_RS13390 // EQU24_RS13385,WP_017839015.1,||None,,[]
EQU24_RS13400,,2988138,2989167,-1,uroporphyrinogen decarboxylase,H,Coenzyme transport and metabolism,A0A4P9UNZ6,1151,EQU24_RS13410 // EQU24_RS13405 // EQU24_RS13400 // EQU24_RS13395 // EQU24_RS13390 // EQU24_RS13385,WP_017839014.1,||None,"porphyrin-containing compound biosynthetic process
uroporphyrinogen decarboxylase activity
methyltransferase activity
methylation","['porphyrin-containing compound biosynthetic process'
 'uroporphyrinogen decarboxylase activity' 'methyltransferase activity'
 'methylation']"
